Date,Username,User tag,Content,Mentions,link
"2022-11-07,10:26:55","Lewa","#5102","Normal forex you can make the 10-50 % profit over time but you have to transfer the money at the right time and then have it there waiting before transferring it back","",""
"2022-11-07,10:27:50","Lewa","#5102","I transfer money out when dollar is high compared to other currency’s and then back then it’s low.","",""
"2022-11-07,10:29:16","Lewa","#5102","Just remember to report bank accounts etc to fincen","",""
"2022-11-07,10:30:00","Lewa","#5102","Fbar takes like 15-30 minutes to do each year","",""
"2022-11-07,10:31:56","Lewa","#5102","Triangular arbitrage is not something I recommend getting in to unless you are going to play with 100k or 1 million to start with.","",""
"2022-11-07,10:43:54","Endeavour-1","#4390","I remember to respect the tax man","Lewa#5102",""
"2022-11-07,10:44:20","Endeavour-1","#4390","There’s actually a tool which allows you to bypass having large sums of capital, if you’re interested","Lewa#5102",""
"2022-11-07,10:44:40","Lewa","#5102","Sure I’ve never looked in to it so why not","",""
"2022-11-07,10:47:29","Lewa","#5102","Btw right now is a good time for forex imo","",""
"2022-11-07,10:47:52","Endeavour-1","#4390","Im doing everything on crypto, which this school dislikes a lot for some reason, but building trading bots is amazing on it. It has so called flash loans, allows you to borrow huge amount of capital without collateral as long as you pay fees which is 1.0005 + transaction fees. There are synthetic tokens for literary every stock available on the market.","Lewa#5102",""
"2022-11-07,10:48:14","Lewa","#5102","Interesting","",""
"2022-11-07,10:49:36","Lewa","#5102","I never really got in to crypto. I have some but not much and never focused on it. Stock, options and forex I do since it’s simple and I can understand those markets","",""
"2022-11-07,10:50:37","Endeavour-1","#4390","There’s a crypto as an asset, and crypto as tech, called DeFi. You can build trading bots for stables, other tokens or syntetic tokens which represent stocks, bonds and etc","Lewa#5102",""
"2022-11-07,10:54:22","Lewa","#5102","I know I should read up more on crypto and get involved, I was going to buy bitcoin back in 2009-2010 but never did lol","",""
"2022-11-07,12:42:48","Kantaria","#3272","Literally crying sending a email trying to get the school to let me take a class through global while also taking classes at pullman, because it conflicts with another class that I've been wanting to take since last year.","",""
"2022-11-07,12:49:05","pestilence","#6969","Bro fuck this campus system, shit is idiotic. Literally the school's fault I've got a loan because I couldn't take a global campus class. Fucking dumb shit","",""
"2022-11-07,16:24:58","Tae","#0876","Hey does anyone have any recommendations for a diversity credit class?","",""
"2022-11-07,16:27:40","Rockergage","#5879","History of Jazz was a good one.","",""
"2022-11-07,16:27:57","Rockergage","#5879","Not hard tests, pretty short writing assignments, get to listen to music.","",""
"2022-11-07,16:31:08","umeshu2002","#3132","I am taking that one next semester","",""
"2022-11-07,16:31:13","umeshu2002","#3132","I am so so looking forward to it","",""
"2022-11-07,16:32:09","Rockergage","#5879","Professor Horace Young if he still teaches it is great, I haven’t seen him on the course catalog for it in a while though.","",""
"2022-11-07,21:26:47","Fozzy","#9274","Rock Music History was also really fun and easy. I don’t know who teaches it, now, but when I took it, everything in bold was on the exam. Very straightforward.","",""
"2022-11-07,21:27:32","RoswellValentine","#5001","oooh, that sounds awesome","",""
"2022-11-08,00:53:44","cooltot","#1079","will my advisor be able to take the writing portfolio hold off if I'm still a sophomore? I have extra credits from high school so I guess it showed up early","",""
"2022-11-08,08:18:00","Ironwaffleman","#5715","I think they in theory can - but if you are a junior in credits you need to do it.","",""
"2022-11-08,09:46:10","CyanideCarrot","#3879","they made me do it as a sophomore","",""
"2022-11-08,12:04:19","smooth","#0016","the classes havent loaded up yet LMFAO","",""
"2022-11-08,12:04:31","smooth","#0016","i was trynna enroll into my classes but i cant yet","",""
"2022-11-08,12:04:40","smooth","#0016","because none of them are even open","",""
"2022-11-08,15:42:42","cooltot","#1079","yeah they gonna make me do it","",""
"2022-11-08,19:17:14","Hydro Homie","#1547","I’m trying to look at classes via the course catalog and add them to my shopping cart, but when I click on a class it doesn’t give me any options","",""
"2022-11-08,19:18:52","Dogger","#5605","You probably have a hold on your account talk to your advisor","",""
"2022-11-08,19:19:43","Hydro Homie","#1547","Oh it’s the writing portfolio","",""
"2022-11-08,19:19:52","Hydro Homie","#1547","My transfer credits have fucked me","",""
"2022-11-08,19:20:46","Nucleartaxi","#1752","I’m getting this error when trying to enroll in mywsu. I do not have any holds and based on my enrollment time I should be able to register but I can’t even search","","https://cdn.discordapp.com/attachments/720774832870129774/1039741313811226725/image0.jpg"
"2022-11-08,19:21:30","DMWL","#6271","Maybe you have a hold?","",""
"2022-11-08,19:21:40","Nucleartaxi","#1752","I do not have a hold","",""
"2022-11-08,19:21:46","normal name","#8766","Holds dont stop from seeing class options either","",""
"2022-11-08,19:21:53","Hydro Homie","#1547","Go to browse course catalog","",""
"2022-11-08,19:22:24","Nucleartaxi","#1752","I can view but cannot enroll from that screen","Hydro Homie#1547",""
"2022-11-08,19:22:46","Hydro Homie","#1547","Yeah same problem, same screen when I go to class search too","",""
"2022-11-08,19:22:51","Hydro Homie","#1547","But I have a hold so idk","",""
"2022-11-08,19:24:11","Nucleartaxi","#1752","Can someone who doesn’t have a hold confirm whether or not they are getting the same error?","",""
"2022-11-08,20:04:59","Kacey","#5683","I'm getting this same error and it was working not 3 hours ago","Nucleartaxi#1752",""
"2022-11-08,20:33:42","umeshu2002","#3132","MyWSU is being weird due to a lot of people are trying to register for classes","",""
"2022-11-08,20:34:19","Dobrine","#7430","Yup, I'm getting the same error as well","",""
"2022-11-08,21:21:31","Nucleartaxi","#1752","Ok thank you everyone glad to know I’m not the only one with this issue. I hope they resolve it soon so we can all register","Kacey#5683",""
"2022-11-08,21:22:11","Kacey","#5683","its working for me now","Nucleartaxi#1752",""
"2022-11-08,21:22:57","Nucleartaxi","#1752","Oh awesome! I’ll give it a shot now and see if it works. Thanks!","Kacey#5683",""
"2022-11-08,21:23:57","smooth","#0016","it says that i have no results returned","",""
"2022-11-08,21:24:05","smooth","#0016","when i try looking up psych classes on the pullman campus","",""
"2022-11-08,21:25:40","Nucleartaxi","#1752","Yeah same here… looks like it’s not fixed yet","smooth#0016",""
"2022-11-08,21:25:51","Nucleartaxi","#1752","My cs classes aren’t showing up","",""
"2022-11-08,21:25:56","smooth","#0016","i thought it wouldve been my browser so i pulled it in incognito","",""
"2022-11-08,21:26:07","smooth","#0016","fuck it ima try another browser","",""
"2022-11-08,21:27:24","Nucleartaxi","#1752","Please let me know if that works","",""
"2022-11-08,21:27:29","smooth","#0016","it did not","",""
"2022-11-08,21:27:31","smooth","#0016","LOL","",""
"2022-11-08,21:27:39","smooth","#0016","ill give it a couple days","",""
"2022-11-08,21:27:49","smooth","#0016","i just need psych 401 to not be full and im golden","",""
"2022-11-08,21:36:22","squg tomato","#5955","<@170733254285066241> <@143070957869727744> what method are you guys using to search?","Nucleartaxi#1752、smooth#0016",""
"2022-11-08,21:36:33","smooth","#0016","class search n enroll","",""
"2022-11-08,21:37:06","Kosmo","#4040","sometimes it helps if you only look up the numbers, I think","",""
"2022-11-08,21:37:33","Kosmo","#4040","Or maybe it was just the subject Don't do both at once, it's quirky with it sometimes","",""
"2022-11-08,21:37:49","smooth","#0016","oh i was using the subject","",""
"2022-11-08,21:37:50","smooth","#0016","the whole time","",""
"2022-11-08,21:42:17","squg tomato","#5955","yeah you can't just do what would be obvious and type the class title like you would think","",""
"2022-11-08,21:42:32","smooth","#0016","man im boutta just","",""
"2022-11-08,21:42:44","smooth","#0016","AAAAAAAAAAAAAAAAA","",""
"2022-11-08,21:43:38","smooth","#0016","it aint workin","",""
"2022-11-08,21:43:57","smooth","#0016","damn.","",""
"2022-11-08,21:44:14","squg tomato","#5955","use the course catalog and search by the course ID instead","",""
"2022-11-08,21:44:14","Nucleartaxi","#1752","Yeah still not working for me either, tried only numbers and separately only category","",""
"2022-11-08,21:44:30","squg tomato","#5955","are you keeping the leading zero on the course ID?","",""
"2022-11-08,21:58:56","Dobrine","#7430","It pulled up my courses this time but when I tried to add a course I got this error message, any ideas?","","https://cdn.discordapp.com/attachments/720774832870129774/1039781118653767740/image.png"
"2022-11-08,22:01:12","smooth","#0016","its funny","",""
"2022-11-08,22:01:22","smooth","#0016","all it says for my classes is that they havent been scheduled yet","",""
"2022-11-08,22:09:56","normal name","#8766","Probably still broken","Dobrine#7430",""
"2022-11-08,23:48:52","smooth","#0016","bruh this shit is fucking chopped","",""
"2022-11-08,23:48:57","smooth","#0016","i had to add it to my planner in order to get the class","",""
"2022-11-08,23:57:05","Hydro Homie","#1547","anyone else just not able to access mylab chem? Theres a notification on the website and the stability status it shows is ""degrading""","",""
"2022-11-09,00:06:22","smooth","#0016","i finally got psych 401","",""
"2022-11-09,00:06:40","smooth","#0016","christ almighty there were only 10 seats left","",""
"2022-11-09,00:18:41","CyanideCarrot","#3879","that was not the case when i registered for it holy shit","",""
"2022-11-09,00:33:59","smooth","#0016","i might be dumb but the one i got into only 10 left","",""
"2022-11-09,00:34:09","smooth","#0016","there might be other sections? ill check tmo","",""
"2022-11-09,09:58:19","Endeavour-1","#4390","Have y’all ever went to the exam intrastically drunk?","",""
"2022-11-09,09:58:43","Endeavour-1","#4390","What if you ace it while drunk","",""
"2022-11-09,10:10:02","Bassettt","#5590","Wtf","",""
"2022-11-09,10:11:18","Dogger","#5605","I think they kill you if they find out","",""
"2022-11-09,10:12:07","DMWL","#6271","You implying something?","",""
"2022-11-09,10:20:41","Endeavour-1","#4390","Is being intoxicated illegal while on campus? Assuming you have no booze on you","Dogger#5605",""
"2022-11-09,10:21:26","Endeavour-1","#4390","I’ve heard some engineering kids doing a shot or two before interviews to help with anxiety, maybe it will work on exam too…?","DMWL#6271",""
"2022-11-09,10:23:13","jacob_m","#5285","Studies show that doesn’t work.  Nor does it work with presentations or public speaking.","",""
"2022-11-09,10:27:14","DMWL","#6271","Alcohol is a depressant anyways, so if anything, youd do worse","",""
"2022-11-09,10:30:17","Dogger","#5605","No I just wanted to make you paranoid","Endeavour-1#4390",""
"2022-11-09,10:32:08","Rockergage","#5879","Public intoxication is illegal.","",""
"2022-11-09,10:32:34","pestilence","#6969","I know some homies who take a shot before exams and do well, but usually they're already going to do well","",""
"2022-11-09,10:33:11","pestilence","#6969","Sometimes it does loosen your brain ig so you don't second guess yourself as much, but it's not a good idea if you don't already know what you're doing","",""
"2022-11-09,10:33:25","Rockergage","#5879","Do not get intoxicated and go to class. Your teachers and classmates will notice.","",""
"2022-11-09,10:34:30","Rockergage","#5879","It’s not a brag to be a barely functioning alcoholic.","",""
"2022-11-09,10:45:12","Endeavour-1","#4390","High functioning*","",""
"2022-11-09,10:48:01","Capybap","#2340","But your liver isn't","",""
"2022-11-09,10:48:10","Capybap","#2340","🥁 bdum ts","",""
"2022-11-09,11:37:39","Kitty Pride","#2289","who do I email or talk to about adding a second major? I tried contacting the department but it seems that none of them even get back to you with an email","",""
"2022-11-09,11:54:48","jacob_m","#5285","Advisors are notorious for ignoring emails when everyone is trying to squeeze in advising appointments to get their holds off.  Best bet would be to go in person to the department of your second major","",""
"2022-11-09,12:11:32","normal name","#8766","Yep, i had to do that","jacob_m#5285",""
"2022-11-09,13:41:26","Endeavour-1","#4390","Been there done that. 1. Request an appointment with your advisor 2. Email him/her early morning that way they’ll have time to respond","Kitty Pride#2289",""
"2022-11-09,13:52:49","Kitty Pride","#2289","Yeah might just do that tomorrow since it's in Avary close to Todd","jacob_m#5285",""
"2022-11-09,17:57:43","AlyssaJ","#8686","stupid r.","","https://cdn.discordapp.com/attachments/720774832870129774/1040082800142979083/image.png"
"2022-11-09,17:58:46","AlyssaJ","#8686","basically in trying to ""fix"" the code so thta it runs i just made it worse...","",""
"2022-11-09,18:00:02","beepbop","#9164","Looks interesting","",""
